date,state,cases,deaths
2020-08-22,PW,0,0
2020-01-23,CO,0,0
2021-08-19,TX,13517,194
2020-09-29,CO,535,2
2021-02-18,AS,0,0
2020-09-11,CO,307,6
2020-09-09,MP,0,0
2020-12-16,HI,104,4
2020-04-13,MP,0,0
2021-08-23,MA,1142,2
2020-09-08,HI,100,2
2021-04-19,PR,143,9
2020-04-14,FL,592,49
2021-03-01,FL,6950,88
2021-01-27,PR,440,8
2021-07-25,HI,259,2
2020-07-30,GA,4183,29
2020-03-15,FL,31,1
2020-11-07,PW,0,0
2021-03-12,UT,519,2
2021-03-19,AR,228,14
2021-08-17,AR,2203,41
2020-03-28,OK,92,3
2021-08-24,MA,1600,16
2021-02-14,TX,6933,172
2020-10-26,NYC,520,3
2021-05-17,WV,175,1
2020-04-04,AR,5,2
2021-07-15,PW,0,0
2020-11-13,AR,2312,4
2020-04-11,AS,0,0
2021-02-09,GA,3721,171
2021-08-11,MA,1440,9
2020-06-28,CO,285,2
2021-06-23,PR,50,0
2020-04-13,PW,0,0
2021-02-16,WV,228,4
2021-07-24,NYC,968,2
2021-07-12,MP,0,0
2020-04-10,PW,0,0
2020-06-22,UT,310,2
2020-03-13,OK,49,0
2021-04-06,MA,1803,14
2020-09-14,MP,0,0
2020-03-07,OK,16,0
2020-10-04,AS,0,0
2021-05-02,AK,89,0
2020-05-03,KS,284,3
2021-06-28,AS,0,0
2020-11-11,MA,2660,32
2021-07-18,AR,850,5
2020-11-01,AR,867,33
2020-07-23,KS,0,0
2020-01-26,MA,0,0
2021-04-27,TX,5608,44
2021-07-21,AS,0,0
2021-07-04,MA,72,1
2020-05-04,HI,3,0
2020-10-03,MA,672,13
2021-04-08,OK,238,12
2021-01-25,PW,0,0
2020-02-19,TX,0,0
2020-09-16,WV,220,10
2020-04-03,HI,23,1
2020-02-10,PR,0,0
2021-02-13,KS,0,0
2020-09-02,AS,0,0
2020-02-25,KS,0,0
2021-08-19,FL,24498,283
2020-11-13,TX,13316,166
2020-06-07,GA,524,20
2020-02-23,CO,0,0
2021-07-09,PR,93,0
2020-07-12,WV,98,0
2021-02-12,AK,131,0
2020-08-13,WV,143,0
2020-07-06,MP,0,0
2021-05-25,GA,651,38
2021-07-24,UT,567,2
2021-07-28,FL,16983,110
2020-08-31,GA,1720,29
2020-11-18,AK,575,2
2020-07-23,UT,635,4
2020-12-12,UT,3692,13
2021-07-18,WV,80,0
2020-09-07,UT,396,2
2020-05-15,FL,479,34
2021-08-27,CO,1498,16
2020-08-24,AK,72,0
2020-05-13,KS,352,6
2021-09-02,PR,680,10
2020-04-16,MA,2263,177
2021-09-03,PW,0,0
2021-08-31,KS,2097,0
2020-05-12,PW,0,0
2020-09-08,FL,2315,80
2020-03-26,UT,56,1
2020-10-10,TX,4230,70
2021-01-07,NYC,7495,71
2021-08-01,AR,1984,16
2020-11-06,MA,2113,13
2020-03-14,UT,0,0
2020-09-24,CO,548,3
2021-03-24,AR,231,13
2021-04-09,AS,0,0
2021-04-25,AS,0,0
2021-06-13,AR,91,1
2021-05-03,NYC,779,33
2020-06-04,MP,1,0
2021-08-06,HI,607,2
2021-04-23,PR,859,10
2021-07-17,WV,80,0
2021-04-03,OK,209,8
2021-06-26,AR,321,1
2020-12-14,AK,406,2
2020-06-16,GA,870,35
2021-01-03,PW,0,0
2021-07-27,UT,613,7
2021-09-02,OK,3080,17
2020-02-17,PW,0,0
2020-03-22,PR,12,2
2021-06-29,GA,502,19
2021-04-11,CO,1235,2
2021-02-06,PW,0,0
2020-10-24,PR,609,4
2021-04-27,PW,0,0
2020-10-19,AS,0,0
2020-10-13,CO,1048,37
2021-03-20,MA,2376,32
2020-03-11,TX,3,0
2020-12-16,MP,0,0
2020-09-06,FL,1862,109
2020-01-27,CO,0,0
2020-12-02,HI,68,0
2020-10-17,PW,0,0
2021-04-29,AR,240,9
2020-02-24,AS,0,0
2020-08-26,PR,288,5
2021-03-02,KS,0,0
2021-08-22,UT,906,4
2021-06-05,UT,306,0
2020-03-07,NYC,3,0
2020-08-04,HI,171,1
2021-04-28,AR,291,1
2021-04-30,KS,310,4
2020-04-28,AS,0,0
2020-02-03,OK,0,0
2020-06-01,NYC,353,57
2020-08-19,TX,7024,154
2020-09-12,FL,2367,57
2020-12-06,GA,2034,13
2021-03-29,HI,80,0
2021-08-08,PR,517,6
2020-08-15,PR,429,12
2020-06-09,PW,0,0
2021-06-09,KS,201,3
2020-08-18,OK,826,11
2020-12-25,AS,0,0
2021-03-07,GA,1709,1
2020-07-15,KS,875,11
2020-03-05,OK,10,0
2020-12-02,FL,10629,96
2021-04-11,MP,0,0
2021-01-03,NYC,2115,41
2020-12-20,KS,0,0
2021-03-30,PW,0,0
2020-12-11,HI,79,1
2020-12-05,HI,111,5
2020-10-27,KS,0,0
2020-02-11,CO,0,0
2020-07-15,AR,564,4
2021-05-03,AK,91,1
2020-12-02,AS,0,0
2021-07-28,UT,843,6
2021-06-01,AR,69,1
2021-07-06,TX,1002,4
2020-12-14,GA,3720,28
2020-07-10,UT,909,4
2021-09-02,FL,18122,49
2020-06-16,HI,5,0
2021-05-30,AR,61,2
2021-02-09,FL,7425,168
2020-03-16,OK,69,0
2020-12-15,WV,1314,34
2020-08-12,WV,133,6
2021-02-26,AS,0,0
2020-10-25,HI,117,0
2020-11-18,MA,2904,26
2021-05-19,FL,2868,48
2020-12-31,HI,175,3
2021-09-04,UT,1164,6
2021-06-27,PW,0,0
2020-07-18,HI,28,1
2020-12-12,TX,16372,228
2021-04-26,NYC,1171,30
2020-02-26,FL,0,0
2021-02-28,CO,841,6
2021-03-03,OK,394,14
2020-03-02,AR,0,0
2020-02-18,GA,0,0
2021-05-13,PR,233,11
2021-01-01,AR,4304,35
2020-03-23,PW,0,0
2021-08-19,AS,0,0
2020-04-11,MP,0,0
2021-03-13,MP,8,0
2021-02-08,AS,0,0
2021-02-04,GA,5706,169
2020-05-11,GA,459,38
2020-06-10,GA,804,44
2021-06-05,WV,102,0
2021-03-26,AK,177,2
2021-01-16,HI,156,2
2020-03-01,TX,0,0
2020-08-18,TX,7282,147
2021-03-28,MP,0,0
2021-01-21,KS,0,0
2020-04-02,FL,1268,36
2020-10-04,GA,940,28
2020-05-20,AS,0,0
2020-06-14,FL,1757,33
2020-01-26,UT,0,0
2021-09-05,CO,1550,9
2021-06-11,AR,393,3
2021-08-02,KS,569,5
2021-08-27,TX,17186,300
2020-04-11,AK,11,0
2021-02-22,WV,238,2
2020-04-25,PW,0,0
2021-03-07,WV,155,2
2021-09-03,TX,26615,302
2021-07-24,HI,242,0
2020-08-19,KS,723,6
2020-09-11,KS,976,16
2021-07-26,UT,568,3
2021-06-20,FL,1048,23
2020-06-09,AK,11,0
2020-04-28,AR,66,2
2021-02-12,PW,0,0
2021-05-24,AK,32,0
2020-06-25,MP,0,0
2020-04-28,UT,116,1
2020-08-17,CO,194,0
2020-07-21,MP,0,0
2021-04-11,HI,89,0
2020-04-17,AK,9,0
2020-07-28,MP,0,0
2020-10-14,NYC,584,8
2020-05-14,WV,30,3
2020-04-20,TX,535,26
2021-03-18,UT,560,4
2020-06-01,PR,1,1
2021-06-25,MA,60,1
2021-07-10,WV,52,0
2020-03-23,PR,10,1
2020-08-03,FL,5336,221
2021-05-22,UT,262,1
2020-07-13,NYC,276,9
2021-03-10,FL,5005,67
2020-10-25,FL,3314,51
2020-02-14,FL,0,0
2021-05-10,GA,460,1
2020-11-21,MP,0,0
2020-11-07,AR,1598,12
2020-02-04,MP,0,0
2021-08-24,TX,20701,199
2021-05-23,FL,1579,34
2020-07-23,AS,0,0
2020-10-25,TX,4304,79
2020-11-22,MA,2695,31
2020-11-24,MP,0,0
2020-05-18,CO,298,9
2021-07-07,AK,40,0
2021-08-13,MP,0,0
2021-08-20,MA,1533,6
2020-08-05,KS,841,3
2020-04-04,GA,422,10
2020-04-01,TX,730,21
2020-02-07,AR,0,0
2020-10-17,HI,94,1
2021-03-09,MP,1,0
2020-04-19,UT,205,3
2021-06-07,NYC,260,11
2021-05-17,UT,164,1
2020-07-22,PW,0,0
2020-07-06,KS,982,3
2020-10-22,AK,239,0
2020-03-19,UT,28,0
2021-05-11,TX,3966,36
2020-08-05,CO,594,2
2020-04-08,MP,0,1
2020-06-19,FL,3993,26
2021-04-23,FL,7268,57
2021-02-19,OK,641,16
2021-04-23,GA,1842,42
2021-07-09,UT,655,4
2021-06-27,AR,321,1
2020-09-15,CO,400,6
2020-10-08,HI,0,1
2021-03-18,CO,1242,11
2020-10-27,AS,0,0
2020-06-18,MA,199,23
2021-08-24,UT,1140,9
2020-12-16,FL,12845,106
2020-03-19,AK,3,0
2020-01-26,CO,0,0
2020-08-26,AR,649,21
2021-07-02,AS,0,0
2021-08-19,AK,631,0
2021-01-24,MA,3944,60
2020-10-02,AK,141,2
2020-03-11,HI,0,0
2020-11-11,AK,490,6
2021-07-06,PW,0,0
2020-09-17,MP,0,0
2020-03-09,GA,9,0
2020-06-21,PR,4,1
2020-05-11,AK,2,0
2020-10-12,CO,576,3
2020-10-06,FL,2486,61
2021-05-13,AS,0,0
2021-04-29,OK,243,1
2021-06-17,MA,107,4
2021-01-09,PR,733,10
2020-05-10,AS,0,0
2021-02-21,HI,64,1
2021-05-09,AR,95,1
2020-09-27,TX,1694,38
2020-10-09,UT,1343,4
2020-02-21,OK,3,0
2020-09-01,PR,254,8
2021-03-28,TX,3415,43
2020-09-18,GA,2207,63
2020-05-04,WV,29,0
2021-02-20,PR,228,3
2021-07-16,WV,90,2
2020-08-07,PW,0,0
2021-07-12,KS,224,6
2020-11-04,AK,424,3
2020-12-30,HI,104,0
2020-07-18,NYC,435,7
2020-04-07,CO,257,29
2020-07-04,NYC,430,19
2020-07-14,OK,1105,5
2020-05-08,OK,153,3
2020-08-05,PW,0,0
2021-08-20,OK,2988,23
2020-12-12,NYC,4055,28
2021-02-18,AR,253,10
2021-01-28,TX,18220,279
2021-02-15,HI,31,0
2021-03-29,PW,0,0
2020-04-21,PW,0,0
2020-09-05,KS,0,0
2020-07-09,AK,47,2
2021-01-07,OK,3902,59
2020-07-28,AR,734,20
2020-09-02,TX,4334,85
2021-04-22,NYC,2088,37
2020-02-18,AR,0,0
2020-04-08,HI,9,0
2020-07-19,MP,0,0
2020-03-03,KS,0,0
2021-03-16,AK,105,0
2021-01-07,KS,0,0
2021-03-28,HI,102,0
2021-07-07,OK,456,1
2020-05-10,KS,233,0
2020-03-15,UT,15,0
2021-05-15,NYC,634,26
2020-08-24,NYC,157,6
2020-01-24,MP,0,0
2021-05-30,KS,105,0
2021-05-27,WV,269,4
2021-03-07,FL,3367,58
2020-11-16,KS,7234,7
2020-02-06,WV,0,0
2021-04-26,AR,63,2
2021-03-31,PW,0,0
2021-01-09,AK,374,1
2021-03-31,PR,671,2
2020-04-16,OK,90,6
2021-04-10,PW,0,0
2021-04-15,AR,283,6
2020-12-16,TX,18802,214
2021-02-03,AK,176,0
2020-01-28,PW,0,0
2021-02-21,GA,1758,2
2021-08-14,KS,818,3
2020-06-05,FL,1242,31
2021-03-29,NYC,3039,60
2020-07-02,FL,9299,80
2021-03-21,HI,71,1
2021-03-13,PR,198,1
2021-06-18,AR,219,1
2021-03-14,OK,226,2
2020-04-27,MA,1524,162
2020-10-21,FL,5420,47
2020-05-28,MA,675,52
2021-08-30,OK,1903,39
2020-10-01,FL,2650,52
2020-08-28,OK,829,11
2021-06-26,CO,571,4
2021-04-28,MA,1613,11
2021-06-29,MA,63,1
2020-04-28,NYC,1054,296
2020-11-26,KS,0,0
2020-07-27,UT,413,8
2020-08-14,PW,0,0
2020-11-16,HI,92,0
2021-04-01,AK,230,0
2020-08-22,FL,2989,138
2021-05-04,AK,84,0
2021-07-11,NYC,438,6
2020-06-13,TX,2331,39
2021-05-25,PW,0,0
2020-09-19,AK,94,1
2020-12-08,UT,2333,23
2020-01-22,CO,0,0
2021-01-28,PR,406,9
2020-10-18,CO,933,0
2021-01-30,UT,1468,8
2020-08-15,NYC,311,6
2020-08-13,GA,2816,82
2020-05-27,OK,111,4
2021-06-13,AS,0,0
2021-07-22,MP,0,0
2021-06-14,WV,69,4
2020-05-06,NYC,1584,192
2020-11-23,HI,103,0
2020-12-06,OK,2015,56
2020-03-21,UT,23,0
2020-03-09,TX,7,0
2021-01-13,PW,0,0
2021-01-21,AR,3106,55
2020-12-06,PR,492,16
2020-02-11,NYC,0,0
2020-07-03,MP,1,0
2020-10-01,MA,754,14
2020-01-29,PR,0,0
2021-04-10,AS,0,0
2021-03-10,AK,146,1
2021-01-27,AR,1777,52
2021-04-02,PW,0,0
2021-02-05,GA,4842,102
2020-01-28,HI,0,0
2021-06-13,OK,99,0
2021-02-04,OK,1658,37
2020-11-10,NYC,1159,8
2021-05-09,MA,858,15
2021-07-21,WV,139,1
2021-01-17,FL,7819,178
2020-04-18,CO,386,20
2021-02-17,AS,0,0
2020-05-19,UT,136,6
2020-04-17,TX,916,39
2020-05-07,OK,72,7
2020-03-05,PW,0,0
2020-05-15,HI,2,0
2021-05-28,GA,545,46
2020-09-09,GA,2192,58
2021-01-24,MP,3,0
2021-05-06,GA,1213,21
2021-01-06,CO,0,0
2020-09-21,WV,117,2
2020-02-01,PW,0,0
2020-03-02,PW,0,0
2020-10-08,GA,1827,35
2020-11-14,MA,3047,27
2020-08-26,WV,145,3
2020-08-25,FL,3250,132
2020-01-24,CO,0,0
2021-01-16,KS,0,0
2021-04-05,KS,354,-5
2020-08-06,MA,162,15
2020-10-19,TX,4748,85
2021-04-19,AK,116,0
2020-11-25,HI,100,2
2021-03-05,KS,752,-4
2020-04-12,GA,157,15
2020-08-20,TX,5303,140
2020-04-26,TX,858,31
2020-01-27,UT,0,0
2020-11-29,UT,1722,5
2021-04-22,OK,232,5
2021-03-19,MA,2163,39
2021-01-10,AR,3330,33
2020-12-25,MP,4,0
2020-07-28,WV,119,5
2021-04-11,AK,97,0
2020-02-13,NYC,0,0
2021-07-05,OK,226,2
2020-11-01,PW,0,0
2021-01-03,PR,194,7
2020-04-26,MP,0,0
2020-07-01,GA,3011,22
2021-08-17,WV,639,2
2021-04-14,AR,220,7
2020-02-09,HI,0,0
2021-03-22,UT,159,0
2020-12-11,KS,5491,131
2020-05-24,KS,0,0
2020-11-02,AS,0,0
2021-04-14,MA,2244,9
2021-05-07,AS,0,0
2020-06-25,PW,0,0
2021-07-17,OK,600,9
2020-08-19,FL,4520,174
2020-03-27,NYC,4892,142
2020-07-21,AK,90,0
2020-09-24,AS,0,0
2021-08-16,MP,0,0
2020-10-27,AK,388,3
2021-07-07,UT,394,2
2020-03-30,WV,21,0
2020-12-18,PR,752,12
2020-01-24,WV,0,0
2020-06-18,GA,1023,30
2020-12-05,AK,885,6
2021-08-09,WV,347,3
2020-02-11,MA,0,0
2021-07-17,KS,266,0
2020-12-01,OK,4902,53
2020-03-27,FL,659,18
2021-01-17,GA,6332,5
2020-09-05,CO,334,5
2020-11-04,WV,394,3
2021-02-07,PW,0,0
2020-07-31,CO,605,16
2020-08-30,HI,130,1
2021-04-27,CO,2015,9
2020-10-09,PR,499,3
2020-01-26,HI,0,0
2020-03-05,UT,0,0
2020-06-17,KS,262,2
2021-07-05,AS,0,0
2021-04-14,TX,3336,46
2020-07-07,NYC,164,9
2021-02-22,MP,0,0
2020-12-30,AS,0,0
2020-06-13,OK,386,3
2020-05-04,CO,344,9
2020-11-17,AK,641,1
2020-02-29,TX,0,0
2020-06-01,CO,199,13
2020-04-30,HI,1,0
2021-02-10,WV,429,25
2020-04-07,AK,22,0
2021-07-28,PR,602,4
2021-06-22,HI,18,0
2020-05-03,GA,284,4
2021-05-01,NYC,1374,32
2020-08-23,AR,375,13
2020-04-19,OK,89,7
2021-03-30,HI,81,0
2020-08-04,OK,884,7
2020-03-15,HI,3,0
2020-03-30,TX,322,20
2021-06-14,MA,58,8
2020-10-14,GA,1576,16
2021-01-30,MA,4108,59
2020-04-07,HI,21,0
2021-05-10,KS,117,0
2020-12-16,MA,5952,50
2021-03-19,AS,0,0
2021-02-23,PR,253,0
2020-07-18,MP,0,0
2020-06-18,CO,228,7
2020-08-14,CO,409,6
2020-02-14,OK,0,0
2021-05-25,WV,233,7
2020-05-29,FL,751,29
2020-12-14,AS,0,0
2020-06-03,UT,384,4
2021-07-13,TX,3652,0
2020-10-23,KS,1774,23
2020-05-06,OK,94,3
2021-03-28,CO,957,3
2021-01-21,FL,13415,180
2020-03-29,FL,876,19
2021-04-06,NYC,2069,49
2020-02-22,WV,0,0
2021-02-03,HI,68,4
2021-07-28,OK,1806,5
2021-02-26,UT,651,17
2020-11-14,MP,0,0
2020-04-24,AS,0,0
2020-02-25,AK,0,0
2020-03-29,NYC,5158,259
2020-04-19,MA,1705,183
2020-02-23,NYC,0,0
2020-03-08,MP,0,0
2021-08-20,AR,2407,33
2020-08-08,UT,23,0
2020-08-18,UT,298,6
2020-07-22,TX,9879,272
2020-12-23,UT,2612,23
2020-04-27,CO,448,27
2021-05-03,PW,0,0
2021-06-13,MA,39,0
2020-06-21,HI,4,0
2020-08-19,AS,0,0
2020-08-18,GA,3226,67
2020-02-16,FL,0,0
2020-06-02,AR,375,3
2020-06-07,KS,0,0
2021-02-24,OK,561,18
2020-02-17,AK,0,0
2021-05-13,UT,418,6
2020-12-03,FL,9943,93
2020-12-01,AS,0,0
2020-04-14,TX,718,32
2020-06-27,PW,0,0
2021-02-21,AS,0,0
2020-10-13,UT,987,0
2020-10-01,MP,0,0
2020-06-20,FL,4609,41
2021-08-27,WV,1328,5
2020-08-22,GA,2755,94
2020-07-12,GA,2571,5
2020-08-13,PR,442,10
2020-03-19,WV,3,0
2021-01-15,CO,2281,27
2020-09-07,MP,0,0
2021-03-15,KS,470,11
2021-02-24,GA,3240,137
2020-07-30,KS,0,0
2021-04-30,AK,143,0
2020-08-20,CO,329,3
2021-03-01,TX,3821,136
2020-10-03,PR,341,2
2021-05-26,MA,429,6
2020-07-04,AK,49,0
2021-08-28,AS,0,0
2020-02-03,PR,0,0
2021-08-06,UT,894,8
2021-04-20,CO,1963,10
2020-10-14,UT,1144,5
2021-06-22,AR,485,8
2020-09-07,PR,34,9
2021-06-23,AK,34,1
2021-01-11,NYC,4596,75
2020-02-26,MP,0,0
2021-06-21,PR,9,0
2020-02-17,CO,0,0
2020-07-25,FL,9217,222
2020-02-06,CO,0,0
2020-12-25,WV,1597,19
2020-04-10,AS,0,0
2020-04-26,GA,271,15
2021-06-14,NYC,197,4
2021-07-18,CO,458,2
2020-10-28,CO,1475,13
2020-10-31,NYC,846,4
2021-01-22,CO,1798,22
2021-02-13,AS,1,0
2020-03-01,WV,0,0
2021-02-18,MA,2040,42
2020-09-12,TX,4324,67
2020-05-24,CO,200,3
2020-10-27,HI,62,3
2021-01-23,AS,0,0
2020-12-24,AS,0,0
2021-04-26,WV,289,0
2020-06-12,OK,355,3
2021-01-04,NYC,5265,58
2020-07-03,GA,2811,7
2020-12-20,NYC,4267,40
2021-07-09,OK,611,2
2021-05-24,UT,148,2
2021-08-28,WV,1611,10
2020-06-03,HI,1,0
2020-08-08,OK,634,9
2020-06-11,AS,0,0
2020-02-04,HI,0,0
2021-01-29,KS,2168,61
2020-04-17,NYC,3980,558
2020-05-02,KS,297,1
2020-02-08,AS,0,0
2020-07-16,AS,0,0
2020-03-01,AR,0,0
2020-04-30,UT,148,0
2021-04-05,WV,277,1
2020-10-11,GA,1218,23
2021-03-29,AK,129,0
2020-07-14,WV,94,0
2020-07-20,PR,64,2
2020-10-24,GA,1953,42
2020-12-17,AR,3039,38
2020-06-17,CO,231,14
2021-06-01,KS,105,0
2020-10-13,FL,2833,42
2021-06-28,WV,55,2
2021-01-06,UT,3769,18
2021-05-02,PR,218,6
2021-01-31,CO,0,0
2021-03-23,NYC,2910,51
2020-09-15,KS,0,0
2021-06-23,GA,389,21
2021-01-22,GA,8374,171
2020-02-27,AS,0,0
2020-07-28,AS,0,0
2020-03-04,NYC,0,1
2020-03-10,CO,5,0
2020-02-25,NYC,0,0
2020-03-17,NYC,1035,5
2020-11-03,WV,358,11
2021-06-02,OK,115,1
2021-07-18,AK,146,0
2020-04-04,KS,78,4
2021-02-16,FL,7182,128
2021-02-11,MP,0,0
2021-01-02,NYC,4165,42
2020-12-08,WV,932,29
2021-01-23,AR,1613,14
2020-02-15,NYC,0,0
2021-05-03,CO,956,2
2021-07-21,PW,0,0
2020-05-01,AR,55,3
2020-10-07,AS,0,0
2020-05-08,GA,544,26
2020-09-14,UT,538,2
2020-07-28,PW,0,0
2020-11-12,AS,0,0
2021-08-26,AR,2318,32
2021-05-05,PR,380,7
2020-04-21,MA,1556,162
2021-02-15,AK,84,0
2020-12-09,FL,11223,103
2021-01-04,PR,68,7
2020-02-12,WV,0,0
2020-10-18,UT,1097,3
2020-10-30,WV,524,8
2021-06-26,NYC,177,7
2021-09-01,MP,0,0
2020-04-04,WV,45,0
2021-08-03,OK,2160,10
2020-10-26,AK,350,2
2020-02-06,HI,0,0
2020-10-15,PW,0,0
2021-05-06,MP,1,0
2020-08-28,GA,2678,78
2020-04-08,AR,78,0
2020-09-21,PR,33,8
2020-11-21,PR,1074,17
2020-07-04,UT,431,-1
2020-10-09,KS,1855,40
2020-12-01,NYC,2354,15
2020-04-22,CO,457,22
2021-04-02,AK,196,0
2021-03-04,WV,261,0
2021-03-06,MP,0,0
2020-08-06,NYC,206,6
2020-04-04,FL,1149,33
2020-11-29,GA,1952,18
2020-08-09,AS,0,0
2020-09-20,OK,743,13
2020-02-19,AK,0,0
2020-08-18,AR,410,16
2021-02-22,AK,61,0
2020-06-30,GA,1976,21
2020-12-04,MA,5491,52
2020-11-15,AR,874,24
2021-03-04,PW,0,0
2020-05-07,KS,410,3
2020-03-11,FL,6,-3
2020-05-11,KS,132,1
2020-10-19,UT,1168,3
2021-06-27,PR,20,2
2020-07-17,MP,1,0
2020-02-17,UT,0,0
2020-11-21,AS,0,0
2020-09-07,CO,213,1
2020-04-14,MA,1296,131
2020-10-12,PW,0,0
2021-03-04,MA,1567,51
2020-09-06,OK,581,13
2020-02-20,TX,0,0
2020-04-19,AS,0,0
2020-10-01,KS,0,0
2020-03-17,OK,91,0
2021-05-11,FL,3152,51
2020-08-12,AR,703,7
2020-07-16,KS,0,0
2021-01-30,HI,144,0
2020-11-04,AR,1651,23
2021-01-22,OK,2592,47
2021-01-05,WV,1276,46
2020-12-25,AK,149,0
2020-06-23,MA,182,29
2020-12-25,CO,2659,36
2020-02-10,AS,0,0
2020-06-11,CO,148,10
2020-04-25,AR,99,1
2021-09-04,CO,1550,9
2020-07-10,AR,751,4
2020-08-29,MP,0,0
2020-05-20,KS,199,5
2020-07-05,PW,0,0
2020-08-16,WV,107,0
2020-03-20,UT,34,0
2020-06-27,GA,1952,6
2021-04-02,NYC,4170,64
2020-06-21,WV,43,1
2021-03-26,GA,1659,98
2020-06-05,PR,11,2
2021-04-02,OK,249,0
2020-08-09,CO,336,1
2021-07-20,PW,0,0
2021-08-14,MP,3,0
2020-02-03,HI,0,0
2020-08-12,MA,229,20
2021-07-21,AR,1459,13
2021-04-10,NYC,3320,55
2021-07-08,KS,425,5
2020-02-21,PW,0,0
2020-12-14,NYC,2785,35
2021-02-09,PR,336,4
2020-08-15,CO,300,8
2020-03-21,AS,0,0
2021-02-14,HI,43,1
2020-10-28,FL,4147,38
2020-06-22,PR,1,0
2020-08-24,AS,0,0
2020-07-02,GA,3545,22
2021-04-25,CO,1567,2
2020-09-17,KS,0,0
2021-05-13,PW,0,0
2020-11-17,TX,13643,188
2021-04-09,NYC,3612,47
2020-10-27,MP,4,0
2020-04-30,KS,500,4
2021-06-15,MA,79,2
2021-04-28,TX,4269,42
2021-04-18,MA,1407,9
2021-07-18,KS,266,0
2020-10-24,NYC,938,3
2020-11-20,AR,2061,24
2020-04-16,MP,0,0
2020-10-09,MP,0,0
2020-11-26,TX,14697,171
2021-08-31,PW,0,0
2020-09-25,MA,488,17
2020-07-19,HI,12,0
2021-06-09,PW,0,0
2020-02-29,UT,0,0
2021-08-06,OK,2364,6
2021-03-13,PW,0,0
2021-03-05,GA,2081,65
2021-01-28,GA,7352,184
2021-03-11,PR,209,1
2021-02-05,TX,14493,248
2021-07-22,TX,8312,40
2021-04-20,FL,5540,63
2021-01-03,AK,168,2
2021-04-01,GA,1425,64
2020-11-08,MA,1823,20
2020-10-09,CO,834,8
2021-07-05,UT,287,1
2020-12-19,PR,759,20
2021-04-24,NYC,1790,42
2020-11-11,NYC,2085,6
2021-01-01,NYC,6034,46
2020-03-14,AR,3,0
2020-01-23,TX,0,0
2021-04-24,CO,1917,18
2020-03-26,KS,70,1
2020-12-22,GA,9079,64
2021-07-25,OK,1026,6
2020-01-26,OK,0,0
2021-06-29,FL,2453,30
2020-12-26,UT,3489,8
2021-09-05,TX,7324,154
2021-06-28,OK,156,1
2020-03-29,KS,58,1
2021-03-08,AK,90,1
2021-06-22,AK,33,0
2020-04-20,PW,0,0
2020-03-22,KS,9,0
2021-07-15,HI,144,1
2020-07-04,PW,0,0
2020-03-03,MP,0,0
2020-10-17,OK,1249,19
2021-01-31,GA,3587,2
2021-01-09,CO,2837,52
2020-10-10,OK,1315,13
2020-10-04,TX,2884,60
2020-08-20,OK,824,9
2021-06-05,CO,731,2
2021-05-09,TX,1416,29
2020-08-06,AS,0,0
2020-05-04,NYC,1091,223
2020-12-01,CO,4405,72
2020-11-01,UT,1854,10
2020-04-05,MA,764,68
2020-06-03,KS,159,5
2020-07-31,PR,90,7
2021-02-07,FL,5524,146
2020-01-27,NYC,0,0
2020-12-15,UT,1915,15
2021-01-30,AK,129,0
2020-02-11,GA,0,0
2020-05-23,AK,4,0
2021-05-09,AK,76,0
2020-07-24,MP,0,0
2021-03-27,PW,0,0
2021-05-12,AK,84,2
2020-03-10,AS,0,0
2021-05-12,PR,254,9
2020-04-13,PR,4,0
2021-06-27,CO,175,7
2020-07-12,PW,0,0
2021-08-15,AS,0,0
2020-11-12,NYC,2096,8
2020-04-09,UT,145,2
2020-01-24,AR,0,0
2021-04-09,TX,3402,44
2020-08-28,UT,537,3
2021-05-03,WV,289,0
2020-12-06,NYC,3568,26
2020-10-25,AK,517,3
2021-03-12,AK,110,1
2021-01-10,GA,8193,1
2021-06-05,PW,0,0
2021-04-12,KS,483,-8
2020-11-01,OK,1624,20
2021-07-13,FL,7035,45
2021-02-05,NYC,6231,78
2020-10-12,UT,988,5
2020-06-03,GA,723,21
2020-01-26,FL,0,0
2021-07-19,OK,600,10
2021-04-11,OK,170,3
2020-11-15,NYC,2007,6
2021-05-22,AS,0,0
2020-05-23,AS,0,0
2020-09-30,MA,532,17
2020-07-23,MA,270,14
2021-06-05,MP,0,0
2021-01-26,KS,0,0
2021-04-21,UT,590,3
2020-07-23,WV,89,1
2021-08-17,OK,2360,23
2021-04-08,CO,1886,4
2020-10-18,FL,1740,60
2020-12-14,MA,3653,53
2020-07-14,PW,0,0
2020-02-21,TX,0,0
2020-02-27,AR,0,0
2021-07-24,AR,2015,7
2020-06-29,TX,4288,91
2020-05-31,PR,2,2
2020-08-10,MP,0,0
2021-07-19,TX,1033,1
2021-07-15,KS,560,0
2020-02-20,AK,0,0
2021-05-13,MP,0,0
2021-01-08,KS,5504,121
2021-09-02,TX,21967,341
2020-05-12,AR,121,1
2020-12-13,UT,2083,17
2021-06-14,FL,1345,26
2020-05-25,OK,43,7
2021-01-19,MP,0,0
2020-12-12,KS,0,0
2020-09-07,AS,0,0
2020-05-24,AK,0,0
2021-06-12,MP,0,0
2020-06-09,NYC,210,29
2020-06-17,UT,398,3
2020-12-18,MA,5679,57
2020-07-27,OK,362,10
2020-05-07,CO,580,23
2020-05-05,CO,439,52
2020-06-08,TX,638,30
